5265.81251 16.758 0.010
5266.79609 16.756 0.011
5267.78687 16.790 0.011
5268.82630 16.810 0.011
5269.77248 16.809 0.011
5270.76156 16.839 0.011
5271.84391 16.844 0.011
5272.75785 16.807 0.014
5273.81683 16.859 0.011
5274.78262 16.878 0.013
5275.82946 16.878 0.012
5276.76422 16.897 0.012
5276.89165 16.892 0.011
5277.80062 16.901 0.013
5278.77220 16.910 0.014
5279.77987 16.914 0.015
5280.86331 16.927 0.011
5281.76642 16.952 0.012
5281.90119 16.948 0.011
5282.77882 16.933 0.013
5283.72958 16.962 0.016
5284.88205 16.977 0.013
5285.72410 16.964 0.018
5285.73097 16.966 0.017
5286.73537 16.998 0.015
5287.74451 17.013 0.013
5288.72103 17.024 0.014
5292.78867 17.077 0.015
5293.79948 17.096 0.015
5294.74662 17.059 0.013
5294.78402 17.069 0.012
5294.82121 17.091 0.012
5294.85128 17.088 0.012
5294.89105 17.085 0.012
5295.74759 17.100 0.014
5295.78596 17.088 0.013
5295.82442 17.064 0.013
5295.86236 17.089 0.012
5295.90194 17.080 0.012
5296.79185 17.087 0.012
5296.82632 17.124 0.012
5296.86373 17.110 0.011
5296.90385 17.065 0.013
5297.78498 17.133 0.013
5297.82301 17.134 0.013
5297.86080 17.123 0.012
5297.89991 17.105 0.012
5298.78586 17.096 0.012
5298.82372 17.110 0.013
5298.86166 17.083 0.014
5298.90113 17.087 0.012
5300.84144 17.110 0.013
5300.88113 17.135 0.013
5300.91999 17.125 0.013
5301.77494 17.152 0.015
5301.81227 17.132 0.013
5301.84979 17.160 0.015
5301.89003 17.159 0.015
5304.73529 17.141 0.017
5304.77462 17.166 0.015
5306.70802 17.157 0.013
5306.77213 17.177 0.014
5306.83524 17.156 0.013
5306.87443 17.155 0.013
5306.91332 17.173 0.013
5307.69778 17.187 0.014
5307.76131 17.148 0.014
5307.82270 17.158 0.013
5307.86205 17.167 0.013
5307.90172 17.157 0.013
5308.68905 17.198 0.015
5308.75090 17.183 0.015
5308.81243 17.193 0.014
5308.85033 17.193 0.013
5309.68680 17.178 0.016
5309.75184 17.148 0.014
5309.82240 17.164 0.014
5309.86649 17.161 0.013
5309.90485 17.163 0.013
5310.66651 17.203 0.016
5310.73246 17.172 0.015
5310.78882 17.205 0.015
5310.86427 17.173 0.009
5310.90226 17.178 0.013
5311.78765 17.200 0.017
5311.84602 17.172 0.015
5311.89492 17.154 0.015
5312.70926 17.160 0.018
5312.75862 17.144 0.016
5312.80116 17.167 0.016
5312.84095 17.201 0.016
5312.88579 17.140 0.015
5312.92293 17.191 0.015
5313.79500 17.171 0.017
5313.83400 17.170 0.018
5313.87423 17.134 0.018
5313.91205 17.140 0.018
5314.68275 17.192 0.018
5314.72519 17.170 0.019
5314.76486 17.168 0.016
5314.80241 17.169 0.016
5314.86021 17.199 0.018
5314.89739 17.177 0.017
5315.65143 17.139 0.023
5315.70019 17.108 0.023
5315.74817 17.138 0.019
5315.78570 17.191 0.017
5315.82358 17.157 0.017
5315.86368 17.182 0.020
5315.90567 17.157 0.018
5316.69666 17.162 0.023
5316.74170 17.155 0.024
5316.78152 17.144 0.021
5316.82074 17.181 0.020
5316.87593 17.151 0.036
5320.65919 17.183 0.015
5320.69815 17.165 0.017
5320.74212 17.186 0.015
5320.77958 17.188 0.015
5320.81899 17.181 0.014
5320.86126 17.177 0.015
5320.89872 17.192 0.016
5321.65853 17.150 0.018
5321.72647 17.198 0.014
5321.76502 17.154 0.015
5321.80424 17.183 0.015
5321.84571 17.139 0.016
5321.88333 17.200 0.016
5321.92056 17.197 0.017
5323.67738 17.193 0.017
5323.74331 17.173 0.016
5323.78165 17.201 0.015
5323.82491 17.208 0.015
5323.86434 17.187 0.015
5323.90180 17.196 0.016
5323.93910 17.145 0.023
5324.70612 17.116 0.015
5324.74525 17.149 0.014
5324.78262 17.105 0.016
5324.82299 17.150 0.015
5324.86172 17.165 0.015
5324.89905 17.120 0.014
5325.64429 17.157 0.014
5325.69846 17.153 0.014
5325.73499 17.167 0.014
5325.77331 17.171 0.014
5325.81282 17.145 0.014
5325.86031 17.131 0.015
5325.89904 17.173 0.015
5325.93960 17.177 0.026
5326.67331 17.157 0.014
5326.73399 17.146 0.014
5326.77138 17.154 0.014
5326.81092 17.165 0.013
5326.84917 17.144 0.014
5326.88763 17.169 0.015
5326.92636 17.125 0.015
5327.68748 17.167 0.014
5327.75841 17.146 0.013
5327.79730 17.147 0.014
5327.83560 17.105 0.016
5327.87455 17.137 0.014
5327.91268 17.153 0.014
5328.60940 17.190 0.014
5328.68340 17.166 0.013
5328.75228 17.114 0.010
5328.79064 17.147 0.014
5328.83137 17.163 0.015
5328.86913 17.172 0.014
5328.90691 17.105 0.012
